RED IR
200318 262726 
200327 262680 
200331 262715 
200361 262724 
200362 262753 
200374 262747 
200359 262804 
200390 262819 
200373 262830 
200393 262810 
200382 262875 
200407 262865 
200401 262897 
200445 262886 
200412 262941 
200456 262923 
200439 263008 
200456 263001 
200450 262995 
200471 263027 
200466 263049 
200491 263048 
200460 263105 
200483 263064 
200499 263166 
200515 263114 
200524 263172 
200531 263160 
200522 263192 
200538 263178 
200532 263241 
200548 263222 
200532 263273 
200553 263253 
200575 263293 
200567 263262 
200572 263342 
200582 263296 
200562 263378 
200572 263398 
200591 263395 
200611 263376 
200589 263403 
200592 263329 
200601 263347 
200540 263169 
200512 263123 
200497 263004 
200429 262970 
200406 262816 
200392 262801 
200335 262696 
200334 262696 
200334 262619 
200311 262694 
200305 262622 
200270 262657 
200298 262579 
200291 262621 
200300 262552 
200286 262589 
200292 262533 
200250 262576 
200304 262530 
200283 262621 
200279 262556 
200288 262646 
200310 262614 
200316 262665 
200315 262606 
200298 262671 
200331 262592 
200329 262629 
200322 262595 
200332 262651 
200322 262606 
200331 262670 
200292 262592 
200313 262677 
200355 262599 
200324 262697 
200352 262668 
200345 262714 
200333 262721 
200351 262770 
200374 262754 
200368 262788 
200391 262758 
200392 262818 
200399 262840 
200397 262859 
200418 262885 
200421 262907 
200440 262942 
200442 262982 
200450 262988 
200464 263014 
200434 262991 
200468 263073 
200481 263047 
200480 263102 
200500 263110 
200509 263101 
200505 263136 
200521 263160 
200534 263184 
200511 263175 
200538 263211 
200545 263232 
200539 263219 
200553 263246 
200570 263250 
200530 263289 
200563 263309 
200563 263317 
200583 263349 
200581 263322 
200592 263363 
200582 263364 
200594 263423 
200599 263388 
200606 263440 
200633 263439 
200604 263449 
200619 263474 
200640 263456 
200602 263377 
200592 263317 
200536 263185 
200505 263123 
200472 262975 
200425 262927 
200400 262777 
200373 262779 
200362 262713 
200348 262735 
200338 262665 
200324 262679 
200304 262650 
200287 262648 
200283 262593 
200296 262620 
200287 262553 
200272 262602 
200285 262525 
200284 262609 
200297 262553 
200292 262592 
200276 262585 
200293 262619 
200307 262568 
200345 262682 
200302 262640 
200288 262685 
200299 262626 
200304 262677 
200304 262595 
200308 262664 
200315 262650 
200317 262700 
200314 262652 
200333 262699 
200320 262670 
200344 262736 
200348 262667 
200332 262739 
200354 262726 
200390 262782 
200380 262766 
200385 262854 
200397 262791 
200391 262854 
200396 262889 
200420 262907 
200417 262919 
200393 262923 
200446 262920 
200457 263054 
200452 262958 
200456 263015 
200478 263049 
200471 263060 
200471 263059 
200483 263092 
200504 263105 
200516 263163 
200489 263154 
200496 263212 
200520 263196 
200537 263221 
200525 263202 
200542 263247 
200530 263236 
200539 263284 
200552 263256 
200578 263311 
200551 263298 
200554 263362 
200562 263325 
200587 263387 
200610 263341 
200600 263403 
200594 263383 
200606 263441 
200612 263446 
200618 263480 
200630 263481 
200608 263521 
200637 263525 
200649 263552 
200626 263529 
200645 263587 
200639 263504 
200621 263502 
200591 263417 
200581 263311 
200519 263194 
200505 263089 
200465 262998 
200427 262934 
200408 262901 
200386 262843 
200366 262783 
200368 262796 
200367 262786 
200357 262785 
200357 262796 
200337 262739 
200342 262737 
200349 262753 
200357 262739 
200323 262744 
200344 262747 
200318 262709 
200339 262742 
200352 262763 
200349 262795 
200339 262782 
200366 262802 
200353 262829 
200335 262794 
200363 262811 
200377 262809 
200375 262817 
200367 262812 
200368 262813 
200353 262822 
200366 262808 
200366 262821 
200358 262840 
200388 262872 
200383 262884 
200403 262895 
200408 262875 
200376 262936 
200378 262914 
200432 262945 
200418 262975 
200425 262977 
200435 262978 
200459 262985 
200447 263035 
200457 263071 
200455 263102 
200464 263058 
200466 263141 
200477 263125 
200491 263146 
200481 263170 
200500 263153 
200521 263178 
200506 263230 
200506 263240 
200530 263271 
200538 263266 
200544 263267 
200567 263304 
200539 263308 
200556 263323 
200560 263335 
200563 263376 
200575 263343 
200564 263385 
200587 263397 
200591 263412 
200556 263403 
200593 263436 
200608 263462 
200625 263484 
200624 263498 
200603 263522 
200627 263547 
200609 263526 
200622 263528 
200655 263518 
200608 263464 
200593 263385 
200546 263291 
200524 263169 
200470 263098 
200448 263028 
200423 262973 
200393 262944 
200388 262865 
200387 262830 
200366 262824 
200371 262815 
200374 262807 
200357 262818 
200351 262754 
200340 262796 
200323 262749 
200344 262766 
200346 262783 
200341 262755 
200351 262767 
200357 262781 
200366 262802 
200367 262823 
200386 262823 
200365 262809 
200358 262831 
200394 262847 
200379 262817 
200361 262833 
200376 262839 
200362 262844 
200366 262844 
200365 262855 
200350 262863 
200397 262858 
200382 262889 
200389 262864 
200391 262908 
200405 262935 
200385 262945 
200400 262923 
200408 263005 
200437 262970 
200433 263020 
200441 263003 
200418 263022 
200425 263050 
200453 263136 
200478 263102 
200498 263093 
200473 263116 
200474 263180 
200494 263164 
200493 263192 
200486 263225 
200514 263268 
200502 263258 
200532 263287 
200545 263304 
200533 263309 
200551 263324 
200543 263299 
200542 263414 
200572 263396 
200559 263394 
200560 263412 
200577 263412 
200561 263432 
200580 263446 
200597 263429 
200603 263471 
200581 263501 
200624 263507 
200620 263522 
200599 263527 
200618 263559 
200638 263544 
200605 263552 
200625 263521 
200603 263444 
200583 263365 
200552 263298 
200511 263158 
200462 263072 
200454 263006 
200410 262941 
200408 262897 
200374 262883 
200374 262839 
200344 262810 
200378 262798 
200311 262794 
200341 262789 
200319 262778 
200335 262739 
200292 262747 
200313 262712 
200294 262736 
200343 262695 
200268 262712 
200327 262772 
200329 262737 
200351 262776 
200330 262769 
200350 262802 
200311 262781 
200347 262792 
200330 262808 
200346 262767 
200325 262794 
200347 262787 
200339 262807 
200341 262781 
200324 262797 
200334 262793 
200357 262801 
200349 262857 
200357 262814 
200365 262883 
200349 262916 
200378 262918 
200391 262923 
200411 262946 
200410 262949 
200407 262988 
200396 262997 
200435 263001 
200443 263046 
200446 263068 
200452 263089 
200481 263119 
200474 263142 
200475 263142 
200465 263167 
200485 263196 
200475 263216 
200490 263221 
200499 263236 
200512 263274 
200523 263244 
200523 263307 
200536 263349 
200535 263337 
200532 263347 
200552 263362 
200571 263392 
200580 263421 
200563 263402 
200581 263416 
200561 263448 
200583 263466 
200585 263450 
200579 263453 
200601 263530 
200610 263502 
200608 263522 
200615 263520 
200617 263572 
200639 263572 
200636 263578 
200638 263606 
200630 263564 
200621 263544 
200589 263467 
200590 263354 
200545 263286 
200497 263187 
200442 263072 
200426 262985 
200411 262953 
200368 262903 
200338 262866 
200372 262870 
200350 262815 
200332 262794 
200309 262775 
200307 262740 
200321 262756 
200306 262746 
200300 262712 
200301 262699 
200297 262726 
200293 262709 
200314 262695 
200296 262703 
200314 262771 
200286 262774 
200322 262765 
200309 262773 
200333 262784 
200279 262790 
200337 262788 
200326 262787 
200338 262781 
200318 262820 
200345 262761 
200318 262780 
200333 262787 
200314 262814 
200360 262796 
200325 262810 
200370 262831 
200325 262857 
200370 262866 
200343 262873 
200349 262869 
200358 262917 
200382 262953 
200394 262977 
200412 262967 
200408 262977 
200417 262983 
200407 263054 
200424 263054 
200427 263039 
200450 263081 
200432 263127 
200482 263135 
200454 263138 
200483 263163 
200480 263188 
200483 263193 
200468 263235 
200506 263225 
200510 263276 
200485 263244 
200478 263297 
200537 263292 
200511 263279 
200524 263321 
200528 263347 
200547 263362 
200552 263391 
200561 263372 
200533 263394 
200568 263394 
200556 263427 
200575 263432 
200575 263433 
200584 263465 
200570 263493 
200578 263527 
200565 263539 
200589 263525 
200598 263568 
200588 263538 
200609 263579 
200622 263511 
200582 263451 
200568 263430 
200518 263286 
200512 263206 
200461 263090 
200428 262998 
200405 262971 
200380 262906 
200348 262891 
200364 262858 
200332 262840 
200343 262816 
200323 262802 
200309 262772 
200297 262773 
200305 262785 
200298 262745 
200309 262745 
200310 262754 
200299 262678 
200289 262745 
200327 262762 
200300 262780 
200336 262834 
200326 262819 
200340 262815 
200326 262812 
200338 262826 
200308 262834 
200345 262830 
200298 262798 
200336 262809 
200305 262818 
200320 262806 
200299 262842 
200325 262850 
200335 262833 
200349 262809 
200312 262903 
200324 262862 
200365 262912 
200372 262890 
200381 262937 
200374 262937 
200366 262980 
200400 262979 
200395 263023 
200399 262995 
200382 263014 
200439 263075 
200419 263085 
200468 263046 
200412 263113 
200467 263135 
200463 263151 
200458 263177 
200470 263210 
200475 263212 
200474 263249 
200500 263263 
200480 263294 
200519 263278 
200514 263283 
200523 263284 
200518 263315 
200533 263327 
200518 263387 
200545 263367 
200558 263397 
200553 263351 
200543 263410 
200573 263415 
200545 263439 
200561 263413 
200551 263503 
200576 263439 
200557 263494 
200579 263526 
200594 263546 
200590 263532 
200597 263527 
200590 263458 
200544 263400 
200527 263312 
200494 263218 
200458 263111 
200399 263034 
200374 262952 
200351 262914 
200345 262847 
200337 262825 
200332 262780 
200305 262758 
200331 262765 
200295 262754 
200284 262748 
200279 262715 
200284 262699 
200285 262701 
200271 262706 
200265 262690 
200280 262682 
200271 262684 
200271 262747 
200285 262747 
200277 262773 
200295 262764 
200304 262793 
200297 262810 
200311 262769 
200288 262786 
200313 262812 
200278 262797 
200285 262776 
200322 262759 
200311 262808 
200297 262754 
200285 262823 
200308 262784 
200304 262797 
200329 262827 
200328 262827 
200326 262890 
200344 262909 
200342 262899 
200359 262951 
200344 262943 
200362 262961 
200383 263002 
200405 263014 
200404 263036 
200392 263061 
200399 263098 
200430 263110 
200442 263098 
200442 263114 
200438 263134 
200462 263172 
200462 263200 
200466 263238 
200466 263216 
200474 263253 
200478 263233 
200503 263300 
200498 263298 
200502 263339 
200484 263340 
200511 263369 
200522 263335 
200497 263364 
200539 263382 
200529 263453 
200525 263430 
200541 263476 
200536 263445 
200552 263481 
200559 263485 
200580 263541 
200577 263517 
200589 263565 
200594 263540 
200579 263572 
200589 263556 
200586 263566 
200594 263546 
200580 263532 
200548 263390 
200531 263327 
200467 263200 
200433 263098 
200403 262984 
200353 262969 
200372 262891 
200316 262886 
200327 262810 
200305 262833 
200296 262787 
200276 262772 
200288 262768 
200283 262718 
200256 262731 
200278 262750 
200258 262693 
200236 262711 
200234 262671 
200222 262707 
200217 262665 
200234 262687 
200265 262732 
200267 262733 
200264 262762 
200265 262735 
200258 262738 
200297 262747 
200286 262777 
200285 262739 
200266 262742 
200294 262770 
200297 262740 
200296 262775 
200276 262769 
200288 262810 
200280 262743 
200291 262804 
200287 262817 
200312 262836 
200308 262888 
200317 262858 
200314 262906 
200325 262916 
200347 262910 
200350 262954 
200350 262938 
200363 263031 
200367 262988 
200385 263036 
200381 263050 
200396 263070 
200398 263079 
200421 263105 
200403 263094 
200427 263150 
200433 263142 
200448 263161 
200425 263166 
200490 263244 
200460 263246 
200477 263213 
200460 263292 
200488 263275 
200483 263304 
200496 263318 
200487 263318 
200520 263363 
200494 263343 
200538 263377 
200500 263379 
200522 263440 
200495 263415 
200546 263454 
200519 263482 
200566 263497 
200546 263484 
200569 263512 
200560 263557 
200570 263517 
200558 263507 
200568 263517 
200534 263468 
200537 263413 
200500 263316 
200469 263181 
200421 263095 
200407 263046 
200348 262954 
200349 262921 
200287 262843 
200317 262828 
200306 262770 
200280 262829 
200262 262763 
200273 262762 
200249 262727 
200295 262727 
200277 262709 
200267 262744 
200238 262684 
200254 262678 
200248 262718 
200253 262741 
